property_id,check_in_date,room_category,successful_bookings,capacity
17559,2022-05-25,RT2,25,39.0
16560,2022-05-25,RT2,16,34.0
18562,2022-05-25,RT2,22,34.0
18559,2022-05-25,RT2,19,44.0
17563,2022-05-25,RT2,30,44.0
17562,2022-05-25,RT2,11,30.0
18558,2022-05-25,RT2,14,30.0
17564,2022-05-25,RT2,17,40.0
18561,2022-05-25,RT2,22,40.0
18560,2022-05-25,RT2,25,40.0
17560,2022-05-25,RT2,24,45.0
19561,2022-05-25,RT2,24,45.0
19563,2022-05-25,RT2,23,45.0
19563,2022-05-25,RT3,15,29.0
19562,2022-05-25,RT3,18,29.0
19561,2022-05-25,RT3,14,29.0
18562,2022-05-25,RT3,18,29.0
17558,2022-05-25,RT3,13,27.0
17562,2022-05-25,RT3,10,27.0
19559,2022-05-25,RT3,14,27.0
16559,2022-05-25,RT3,19,32.0
16558,2022-05-25,RT3,5,8.0
18561,2022-05-25,RT3,18,25.0
16560,2022-05-25,RT3,8,20.0
18558,2022-05-25,RT3,13,26.0
18560,2022-05-25,RT3,13,24.0
17560,2022-05-25,RT3,14,25.0
16562,2022-05-25,RT3,9,18.0
17559,2022-05-25,RT3,10,16.0
17563,2022-05-25,RT3,10,16.0
19558,2022-05-25,RT3,10,21.0
16561,2022-05-25,RT3,12,21.0
16563,2022-05-25,RT3,12,20.0
17561,2022-05-25,RT3,12,19.0
18563,2022-05-25,RT3,12,23.0
19560,2022-05-25,RT3,12,19.0
17564,2022-05-25,RT3,12,24.0
18559,2022-05-25,RT3,11,23.0
19559,2022-05-25,RT4,2,3.0
16558,2022-05-25,RT4,2,3.0
16562,2022-05-25,RT4,4,6.0
19563,2022-05-25,RT4,4,6.0
16560,2022-05-25,RT4,4,7.0
19561,2022-05-25,RT4,4,7.0
17560,2022-05-25,RT4,5,13.0
18561,2022-05-25,RT4,5,9.0
16561,2022-05-25,RT4,7,10.0
17564,2022-05-25,RT4,8,17.0
18560,2022-05-25,RT4,10,15.0
19560,2022-05-25,RT4,9,16.0
18559,2022-05-25,RT4,8,19.0
17563,2022-05-25,RT4,13,19.0
19562,2022-05-25,RT4,9,14.0
17559,2022-05-25,RT4,9,14.0
18558,2022-05-25,RT4,9,20.0
18562,2022-05-25,RT4,13,20.0
18563,2022-05-25,RT4,9,18.0
16563,2022-05-25,RT4,11,18.0
16559,2022-05-25,RT4,10,18.0
17558,2022-05-25,RT4,3,6.0
17562,2022-05-25,RT4,3,6.0
19558,2022-05-25,RT4,3,7.0
17561,2022-05-25,RT4,3,4.0
16559,2022-05-26,RT1,21,30.0
18560,2022-05-26,RT1,19,30.0
19562,2022-05-26,RT1,16,30.0
19563,2022-05-26,RT1,15,30.0
17558,2022-05-26,RT1,9,19.0
16558,2022-05-26,RT1,12,19.0
17560,2022-05-26,RT1,21,40.0
19558,2022-05-26,RT1,15,40.0
19560,2022-05-26,RT1,14,26.0
17561,2022-05-26,RT1,16,26.0
16560,2022-05-26,RT1,18,34.0
16561,2022-05-26,RT1,12,18.0
16562,2022-05-26,RT1,15,31.0
16563,2022-05-26,RT1,22,41.0
17559,2022-05-26,RT1,21,32.0
17562,2022-05-26,RT1,9,20.0
17563,2022-05-26,RT1,15,25.0
18558,2022-05-26,RT1,8,15.0
18559,2022-05-26,RT1,15,42.0
18561,2022-05-26,RT1,21,33.0
18562,2022-05-26,RT1,22,38.0
18563,2022-05-26,RT1,13,27.0
19559,2022-05-26,RT1,11,24.0
19561,2022-05-26,RT1,16,36.0
17564,2022-05-26,RT1,8,16.0
19562,2022-05-26,RT2,15,23.0
18563,2022-05-26,RT2,15,29.0
17561,2022-05-26,RT2,23,36.0
17558,2022-05-26,RT2,25,50.0
16562,2022-05-26,RT2,20,43.0
16561,2022-05-26,RT2,17,24.0
16558,2022-05-26,RT2,15,22.0
19560,2022-05-26,RT2,23,38.0
16563,2022-05-26,RT2,22,38.0
16559,2022-05-26,RT2,26,41.0
19559,2022-05-26,RT2,21,41.0
19558,2022-05-26,RT2,15,39.0
17559,2022-05-26,RT2,23,39.0
16560,2022-05-26,RT2,17,34.0
18562,2022-05-26,RT2,19,34.0
18559,2022-05-26,RT2,17,44.0
17563,2022-05-26,RT2,26,44.0
17562,2022-05-26,RT2,11,30.0
18558,2022-05-26,RT2,15,30.0
17564,2022-05-26,RT2,17,40.0
18561,2022-05-26,RT2,23,40.0
18560,2022-05-26,RT2,27,40.0
17560,2022-05-26,RT2,21,45.0
19561,2022-05-26,RT2,23,45.0
19563,2022-05-26,RT2,22,45.0
19563,2022-05-26,RT3,13,29.0
19562,2022-05-26,RT3,20,29.0
19561,2022-05-26,RT3,15,29.0
18562,2022-05-26,RT3,19,29.0
17558,2022-05-26,RT3,14,27.0
17562,2022-05-26,RT3,13,27.0
19559,2022-05-26,RT3,15,27.0
16559,2022-05-26,RT3,23,32.0
16558,2022-05-26,RT3,5,8.0
18560,2022-05-26,RT3,15,24.0
16563,2022-05-26,RT3,13,20.0
16561,2022-05-26,RT3,14,21.0
18561,2022-05-26,RT3,14,25.0
16562,2022-05-26,RT3,9,18.0
16560,2022-05-26,RT3,10,20.0
17563,2022-05-26,RT3,10,16.0
19558,2022-05-26,RT3,10,21.0
17564,2022-05-26,RT3,10,24.0
17559,2022-05-26,RT3,12,16.0
17560,2022-05-26,RT3,12,25.0
17561,2022-05-26,RT3,12,19.0
18558,2022-05-26,RT3,12,26.0
18563,2022-05-26,RT3,12,23.0
19560,2022-05-26,RT3,12,19.0
18559,2022-05-26,RT3,11,23.0
17562,2022-05-26,RT4,2,6.0
19559,2022-05-26,RT4,2,3.0
16558,2022-05-26,RT4,2,3.0
16560,2022-05-26,RT4,4,7.0
19561,2022-05-26,RT4,4,7.0
18561,2022-05-26,RT4,5,9.0
16561,2022-05-26,RT4,6,10.0
17560,2022-05-26,RT4,6,13.0
17564,2022-05-26,RT4,6,17.0
18560,2022-05-26,RT4,8,15.0
19560,2022-05-26,RT4,10,16.0
18559,2022-05-26,RT4,8,19.0
17563,2022-05-26,RT4,12,19.0
19562,2022-05-26,RT4,8,14.0
17559,2022-05-26,RT4,9,14.0
18558,2022-05-26,RT4,10,20.0
18562,2022-05-26,RT4,13,20.0
18563,2022-05-26,RT4,9,18.0
16563,2022-05-26,RT4,11,18.0
16559,2022-05-26,RT4,12,18.0
16562,2022-05-26,RT4,3,6.0
17558,2022-05-26,RT4,3,6.0
19563,2022-05-26,RT4,3,6.0
19558,2022-05-26,RT4,3,7.0
17561,2022-05-26,RT4,3,4.0
19563,2022-05-27,RT3,14,29.0
18560,2022-05-27,RT1,19,30.0
19562,2022-05-27,RT1,17,30.0
19563,2022-05-27,RT1,16,30.0
17558,2022-05-27,RT1,10,19.0
16558,2022-05-27,RT1,12,19.0
17560,2022-05-27,RT1,18,40.0
19558,2022-05-27,RT1,19,40.0
19560,2022-05-27,RT1,18,26.0
17561,2022-05-27,RT1,16,26.0
16560,2022-05-27,RT1,19,34.0
16561,2022-05-27,RT1,10,18.0
16562,2022-05-27,RT1,15,31.0
16563,2022-05-27,RT1,23,41.0
17559,2022-05-27,RT1,19,32.0
17562,2022-05-27,RT1,9,20.0
17563,2022-05-27,RT1,15,25.0
18558,2022-05-27,RT1,8,15.0
18559,2022-05-27,RT1,18,42.0
18561,2022-05-27,RT1,20,33.0
18562,2022-05-27,RT1,21,38.0
18563,2022-05-27,RT1,13,27.0
19559,2022-05-27,RT1,13,24.0
19561,2022-05-27,RT1,18,36.0
17564,2022-05-27,RT1,6,16.0
19562,2022-05-27,RT2,14,23.0
18563,2022-05-27,RT2,15,29.0
17561,2022-05-27,RT2,19,36.0
17558,2022-05-27,RT2,26,50.0
16562,2022-05-27,RT2,19,43.0
16561,2022-05-27,RT2,13,24.0
16558,2022-05-27,RT2,13,22.0
19560,2022-05-27,RT2,24,38.0
16563,2022-05-27,RT2,26,38.0
16559,2022-05-27,RT2,28,41.0
19559,2022-05-27,RT2,18,41.0
19558,2022-05-27,RT2,16,39.0
17559,2022-05-27,RT2,26,39.0
16560,2022-05-27,RT2,18,34.0
18562,2022-05-27,RT2,22,34.0
18559,2022-05-27,RT2,17,44.0
17563,2022-05-27,RT2,31,44.0
17562,2022-05-27,RT2,13,30.0
18558,2022-05-27,RT2,14,30.0
17564,2022-05-27,RT2,19,40.0
18561,2022-05-27,RT2,27,40.0
18560,2022-05-27,RT2,28,40.0
17560,2022-05-27,RT2,25,45.0
19561,2022-05-27,RT2,24,45.0
19563,2022-05-27,RT2,21,45.0
16559,2022-05-27,RT1,18,30.0
19562,2022-05-27,RT3,16,29.0
19561,2022-05-27,RT3,16,29.0
18562,2022-05-27,RT3,20,29.0
17558,2022-05-27,RT3,14,27.0
17562,2022-05-27,RT3,11,27.0
19559,2022-05-27,RT3,15,27.0
16559,2022-05-27,RT3,22,32.0
16558,2022-05-27,RT3,5,8.0
18560,2022-05-27,RT3,16,24.0
16563,2022-05-27,RT3,13,20.0
17560,2022-05-27,RT3,13,25.0
18561,2022-05-27,RT3,13,25.0
16562,2022-05-27,RT3,9,18.0
17564,2022-05-27,RT3,9,24.0
17563,2022-05-27,RT3,10,16.0
18559,2022-05-27,RT3,10,23.0
19558,2022-05-27,RT3,10,21.0
17559,2022-05-27,RT3,12,16.0
17561,2022-05-27,RT3,12,19.0
18558,2022-05-27,RT3,12,26.0
18563,2022-05-27,RT3,12,23.0
19560,2022-05-27,RT3,12,19.0
16560,2022-05-27,RT3,11,20.0
16561,2022-05-27,RT3,11,21.0
19559,2022-05-27,RT4,2,3.0
16558,2022-05-27,RT4,2,3.0
16560,2022-05-27,RT4,4,7.0
17560,2022-05-27,RT4,5,13.0
16561,2022-05-27,RT4,6,10.0
18561,2022-05-27,RT4,6,9.0
17564,2022-05-27,RT4,7,17.0
18560,2022-05-27,RT4,10,15.0
19560,2022-05-27,RT4,9,16.0
18559,2022-05-27,RT4,7,19.0
17563,2022-05-27,RT4,12,19.0
19562,2022-05-27,RT4,9,14.0
17559,2022-05-27,RT4,9,14.0
18558,2022-05-27,RT4,11,20.0
18562,2022-05-27,RT4,10,20.0
18563,2022-05-27,RT4,10,18.0
16563,2022-05-27,RT4,12,18.0
16559,2022-05-27,RT4,11,18.0
16562,2022-05-27,RT4,3,6.0
17558,2022-05-27,RT4,3,6.0
17562,2022-05-27,RT4,3,6.0
19563,2022-05-27,RT4,3,6.0
19558,2022-05-27,RT4,3,7.0
19561,2022-05-27,RT4,3,7.0
17561,2022-05-27,RT4,3,4.0
16559,2022-05-28,RT1,26,30.0
18560,2022-05-28,RT1,24,30.0
19562,2022-05-28,RT1,26,30.0
19563,2022-05-28,RT1,22,30.0
17558,2022-05-28,RT1,15,19.0
16558,2022-05-28,RT1,17,19.0
17560,2022-05-28,RT1,29,40.0
19558,2022-05-28,RT1,25,40.0
19560,2022-05-28,RT1,24,26.0
17561,2022-05-28,RT1,24,26.0
16560,2022-05-28,RT1,24,34.0
16561,2022-05-28,RT1,16,18.0
16562,2022-05-28,RT1,23,31.0
16563,2022-05-28,RT1,39,41.0
17559,2022-05-28,RT1,27,32.0
17562,2022-05-28,RT1,13,20.0
17563,2022-05-28,RT1,25,25.0
18558,2022-05-28,RT1,12,15.0
18559,2022-05-28,RT1,24,42.0
18561,2022-05-28,RT1,31,33.0
18562,2022-05-28,RT1,32,38.0
18563,2022-05-28,RT1,19,27.0
19559,2022-05-28,RT1,18,24.0
19561,2022-05-28,RT1,26,36.0
17564,2022-05-28,RT1,9,16.0
19562,2022-05-28,RT2,23,23.0
18563,2022-05-28,RT2,20,29.0
17561,2022-05-28,RT2,32,36.0
17558,2022-05-28,RT2,36,50.0
16562,2022-05-28,RT2,33,43.0
16561,2022-05-28,RT2,23,24.0
16558,2022-05-28,RT2,19,22.0
19560,2022-05-28,RT2,33,38.0
16563,2022-05-28,RT2,31,38.0
16559,2022-05-28,RT2,36,41.0
19559,2022-05-28,RT2,30,41.0
19558,2022-05-28,RT2,25,39.0
17559,2022-05-28,RT2,38,39.0
16560,2022-05-28,RT2,27,34.0
18562,2022-05-28,RT2,31,34.0
18559,2022-05-28,RT2,27,44.0
17563,2022-05-28,RT2,40,44.0
17562,2022-05-28,RT2,17,30.0
18558,2022-05-28,RT2,23,30.0
17564,2022-05-28,RT2,24,40.0
18561,2022-05-28,RT2,34,40.0
18560,2022-05-28,RT2,33,40.0
17560,2022-05-28,RT2,34,45.0
19561,2022-05-28,RT2,31,45.0
19563,2022-05-28,RT2,35,45.0
19563,2022-05-28,RT3,22,29.0
19562,2022-05-28,RT3,26,29.0
19561,2022-05-28,RT3,20,29.0
18562,2022-05-28,RT3,27,29.0
17558,2022-05-28,RT3,22,27.0
17562,2022-05-28,RT3,18,27.0
19559,2022-05-28,RT3,19,27.0
16559,2022-05-28,RT3,31,32.0
17560,2022-05-28,RT3,18,25.0
18561,2022-05-28,RT3,24,25.0
16561,2022-05-28,RT3,20,21.0
16563,2022-05-28,RT3,17,20.0
17561,2022-05-28,RT3,17,19.0
18558,2022-05-28,RT3,19,26.0
18560,2022-05-28,RT3,24,24.0
18563,2022-05-28,RT3,16,23.0
19560,2022-05-28,RT3,17,19.0
17563,2022-05-28,RT3,15,16.0
17564,2022-05-28,RT3,15,24.0
16558,2022-05-28,RT3,8,8.0
18559,2022-05-28,RT3,13,23.0
19558,2022-05-28,RT3,13,21.0
16560,2022-05-28,RT3,14,20.0
16562,2022-05-28,RT3,14,18.0
17559,2022-05-28,RT3,14,16.0
19559,2022-05-28,RT4,2,3.0
17561,2022-05-28,RT4,4,4.0
16560,2022-05-28,RT4,5,7.0
16562,2022-05-28,RT4,5,6.0
17558,2022-05-28,RT4,5,6.0
19558,2022-05-28,RT4,5,7.0
19561,2022-05-28,RT4,5,7.0
19563,2022-05-28,RT4,5,6.0
16561,2022-05-28,RT4,9,10.0
17560,2022-05-28,RT4,9,13.0
18561,2022-05-28,RT4,9,9.0
17564,2022-05-28,RT4,10,17.0
18560,2022-05-28,RT4,13,15.0
19560,2022-05-28,RT4,15,16.0
18559,2022-05-28,RT4,12,19.0
17563,2022-05-28,RT4,17,19.0
19562,2022-05-28,RT4,14,14.0
17559,2022-05-28,RT4,13,14.0
18558,2022-05-28,RT4,13,20.0
18562,2022-05-28,RT4,19,20.0
18563,2022-05-28,RT4,13,18.0
16563,2022-05-28,RT4,16,18.0
16559,2022-05-28,RT4,18,18.0
17562,2022-05-28,RT4,3,6.0
16558,2022-05-28,RT4,3,3.0
16559,2022-05-29,RT1,23,30.0
18560,2022-05-29,RT1,25,30.0
19562,2022-05-29,RT1,22,30.0
19563,2022-05-29,RT1,19,30.0
17558,2022-05-29,RT1,12,19.0
16558,2022-05-29,RT1,14,19.0
17560,2022-05-29,RT1,22,40.0
19558,2022-05-29,RT1,19,40.0
19560,2022-05-29,RT1,22,26.0
17561,2022-05-29,RT1,19,26.0
16560,2022-05-29,RT1,20,34.0
16561,2022-05-29,RT1,11,18.0
16562,2022-05-29,RT1,17,31.0
16563,2022-05-29,RT1,34,41.0
17559,2022-05-29,RT1,22,32.0
17562,2022-05-29,RT1,9,20.0
17563,2022-05-29,RT1,17,25.0
18558,2022-05-29,RT1,8,15.0
18559,2022-05-29,RT1,20,42.0
18561,2022-05-29,RT1,26,33.0
18562,2022-05-29,RT1,32,38.0
18563,2022-05-29,RT1,17,27.0
19559,2022-05-29,RT1,15,24.0
19561,2022-05-29,RT1,23,36.0
17564,2022-05-29,RT1,8,16.0
19562,2022-05-29,RT2,19,23.0
18563,2022-05-29,RT2,16,29.0
17561,2022-05-29,RT2,27,36.0
17558,2022-05-29,RT2,34,50.0
16562,2022-05-29,RT2,25,43.0
16561,2022-05-29,RT2,19,24.0
16558,2022-05-29,RT2,16,22.0
19560,2022-05-29,RT2,31,38.0
16563,2022-05-29,RT2,27,38.0
16559,2022-05-29,RT2,31,41.0
19559,2022-05-29,RT2,28,41.0
19558,2022-05-29,RT2,19,39.0
17559,2022-05-29,RT2,33,39.0
16560,2022-05-29,RT2,19,34.0
18562,2022-05-29,RT2,28,34.0
18559,2022-05-29,RT2,25,44.0
17563,2022-05-29,RT2,30,44.0
17562,2022-05-29,RT2,14,30.0
18558,2022-05-29,RT2,20,30.0
17564,2022-05-29,RT2,21,40.0
18561,2022-05-29,RT2,27,40.0
18560,2022-05-29,RT2,30,40.0
17560,2022-05-29,RT2,27,45.0
19561,2022-05-29,RT2,29,45.0
19563,2022-05-29,RT2,27,45.0
19563,2022-05-29,RT3,19,29.0
19562,2022-05-29,RT3,20,29.0
19561,2022-05-29,RT3,16,29.0
18562,2022-05-29,RT3,24,29.0
17558,2022-05-29,RT3,17,27.0
17562,2022-05-29,RT3,13,27.0
19559,2022-05-29,RT3,18,27.0
16559,2022-05-29,RT3,27,32.0
16558,2022-05-29,RT3,7,8.0
17560,2022-05-29,RT3,17,25.0
18561,2022-05-29,RT3,20,25.0
16561,2022-05-29,RT3,17,21.0
18558,2022-05-29,RT3,17,26.0
18560,2022-05-29,RT3,18,24.0
19560,2022-05-29,RT3,15,19.0
17563,2022-05-29,RT3,13,16.0
17564,2022-05-29,RT3,13,24.0
16563,2022-05-29,RT3,14,20.0
17561,2022-05-29,RT3,14,19.0
18563,2022-05-29,RT3,14,23.0
16560,2022-05-29,RT3,11,20.0
16562,2022-05-29,RT3,11,18.0
17559,2022-05-29,RT3,11,16.0
18559,2022-05-29,RT3,11,23.0
19558,2022-05-29,RT3,11,21.0
17562,2022-05-29,RT4,2,6.0
19559,2022-05-29,RT4,2,3.0
17558,2022-05-29,RT4,4,6.0
16560,2022-05-29,RT4,4,7.0
19558,2022-05-29,RT4,4,7.0
19561,2022-05-29,RT4,4,7.0
16561,2022-05-29,RT4,8,10.0
17560,2022-05-29,RT4,8,13.0
18561,2022-05-29,RT4,7,9.0
17564,2022-05-29,RT4,7,17.0
18560,2022-05-29,RT4,12,15.0
19560,2022-05-29,RT4,10,16.0
18559,2022-05-29,RT4,9,19.0
17563,2022-05-29,RT4,13,19.0
19562,2022-05-29,RT4,9,14.0
17559,2022-05-29,RT4,11,14.0
18558,2022-05-29,RT4,11,20.0
18562,2022-05-29,RT4,15,20.0
18563,2022-05-29,RT4,11,18.0
16563,2022-05-29,RT4,12,18.0
16559,2022-05-29,RT4,15,18.0
16562,2022-05-29,RT4,3,6.0
19563,2022-05-29,RT4,3,6.0
17561,2022-05-29,RT4,3,4.0
16558,2022-05-29,RT4,3,3.0
19563,2022-05-30,RT3,12,29.0
18560,2022-05-30,RT1,15,30.0
19562,2022-05-30,RT1,17,30.0
19563,2022-05-30,RT1,13,30.0
17558,2022-05-30,RT1,8,19.0
16558,2022-05-30,RT1,10,19.0
17560,2022-05-30,RT1,15,40.0
19558,2022-05-30,RT1,17,40.0
19560,2022-05-30,RT1,14,26.0
17561,2022-05-30,RT1,14,26.0
16560,2022-05-30,RT1,15,34.0
16561,2022-05-30,RT1,9,18.0
16562,2022-05-30,RT1,12,31.0
16563,2022-05-30,RT1,20,41.0
17559,2022-05-30,RT1,18,32.0
17562,2022-05-30,RT1,10,20.0
17563,2022-05-30,RT1,11,25.0
18558,2022-05-30,RT1,7,15.0
18559,2022-05-30,RT1,16,42.0
18561,2022-05-30,RT1,17,33.0
18562,2022-05-30,RT1,20,38.0
18563,2022-05-30,RT1,11,27.0
19559,2022-05-30,RT1,10,24.0
19561,2022-05-30,RT1,14,36.0
17564,2022-05-30,RT1,7,16.0
19562,2022-05-30,RT2,12,23.0
18563,2022-05-30,RT2,14,29.0
17561,2022-05-30,RT2,22,36.0
17558,2022-05-30,RT2,23,50.0
16562,2022-05-30,RT2,16,43.0
16561,2022-05-30,RT2,13,24.0
16558,2022-05-30,RT2,11,22.0
19560,2022-05-30,RT2,19,38.0
16563,2022-05-30,RT2,20,38.0
16559,2022-05-30,RT2,24,41.0
19559,2022-05-30,RT2,22,41.0
19558,2022-05-30,RT2,13,39.0
17559,2022-05-30,RT2,21,39.0
16560,2022-05-30,RT2,12,34.0
18562,2022-05-30,RT2,17,34.0
18559,2022-05-30,RT2,18,44.0
17563,2022-05-30,RT2,20,44.0
17562,2022-05-30,RT2,9,30.0
18558,2022-05-30,RT2,12,30.0
17564,2022-05-30,RT2,13,40.0
18561,2022-05-30,RT2,19,40.0
18560,2022-05-30,RT2,22,40.0
17560,2022-05-30,RT2,19,45.0
19561,2022-05-30,RT2,16,45.0
19563,2022-05-30,RT2,18,45.0
16559,2022-05-30,RT1,14,30.0
19562,2022-05-30,RT3,13,29.0
19561,2022-05-30,RT3,12,29.0
18562,2022-05-30,RT3,14,29.0
17558,2022-05-30,RT3,10,27.0
17562,2022-05-30,RT3,9,27.0
19559,2022-05-30,RT3,10,27.0
16559,2022-05-30,RT3,17,32.0
16558,2022-05-30,RT3,4,8.0
18559,2022-05-30,RT3,7,23.0
16560,2022-05-30,RT3,8,20.0
16562,2022-05-30,RT3,8,18.0
17559,2022-05-30,RT3,8,16.0
17563,2022-05-30,RT3,8,16.0
19558,2022-05-30,RT3,8,21.0
17564,2022-05-30,RT3,8,24.0
18558,2022-05-30,RT3,13,26.0
18561,2022-05-30,RT3,13,25.0
19560,2022-05-30,RT3,9,19.0
16563,2022-05-30,RT3,10,20.0
17560,2022-05-30,RT3,12,25.0
16561,2022-05-30,RT3,11,21.0
17561,2022-05-30,RT3,11,19.0
18560,2022-05-30,RT3,11,24.0
18563,2022-05-30,RT3,11,23.0
16560,2022-05-30,RT4,2,7.0
17562,2022-05-30,RT4,2,6.0
19563,2022-05-30,RT4,2,6.0
16558,2022-05-30,RT4,2,3.0
18561,2022-05-30,RT4,4,9.0
17560,2022-05-30,RT4,5,13.0
16561,2022-05-30,RT4,6,10.0
17564,2022-05-30,RT4,6,17.0
19559,2022-05-30,RT4,1,3.0
18560,2022-05-30,RT4,9,15.0
19560,2022-05-30,RT4,8,16.0
18559,2022-05-30,RT4,6,19.0
17563,2022-05-30,RT4,10,19.0
19562,2022-05-30,RT4,7,14.0
17559,2022-05-30,RT4,8,14.0
18558,2022-05-30,RT4,9,20.0
18562,2022-05-30,RT4,10,20.0
18563,2022-05-30,RT4,8,18.0
16563,2022-05-30,RT4,10,18.0
16559,2022-05-30,RT4,9,18.0
16562,2022-05-30,RT4,3,6.0
17558,2022-05-30,RT4,3,6.0
19558,2022-05-30,RT4,3,7.0
19561,2022-05-30,RT4,3,7.0
17561,2022-05-30,RT4,3,4.0
16559,2022-05-31,RT1,16,30.0
19562,2022-05-31,RT1,15,30.0
19563,2022-05-31,RT1,13,30.0
17558,2022-05-31,RT1,10,19.0
16558,2022-05-31,RT1,10,19.0
17560,2022-05-31,RT1,18,40.0
19558,2022-05-31,RT1,14,40.0
19560,2022-05-31,RT1,12,26.0
17561,2022-05-31,RT1,15,26.0
16560,2022-05-31,RT1,16,34.0
16561,2022-05-31,RT1,9,18.0
16562,2022-05-31,RT1,12,31.0
16563,2022-05-31,RT1,20,41.0
17559,2022-05-31,RT1,14,32.0
17562,2022-05-31,RT1,6,20.0
17563,2022-05-31,RT1,15,25.0
18558,2022-05-31,RT1,6,15.0
18559,2022-05-31,RT1,15,42.0
18561,2022-05-31,RT1,18,33.0
18562,2022-05-31,RT1,22,38.0
18563,2022-05-31,RT1,12,27.0
19559,2022-05-31,RT1,9,24.0
19561,2022-05-31,RT1,12,36.0
17564,2022-05-31,RT1,5,16.0
19562,2022-05-31,RT2,11,23.0
18563,2022-05-31,RT2,13,29.0
17561,2022-05-31,RT2,18,36.0
17558,2022-05-31,RT2,18,50.0
16562,2022-05-31,RT2,20,43.0
16561,2022-05-31,RT2,12,24.0
16558,2022-05-31,RT2,12,22.0
19560,2022-05-31,RT2,21,38.0
16563,2022-05-31,RT2,17,38.0
16559,2022-05-31,RT2,25,41.0
19559,2022-05-31,RT2,20,41.0
19558,2022-05-31,RT2,14,39.0
17559,2022-05-31,RT2,22,39.0
16560,2022-05-31,RT2,12,34.0
18562,2022-05-31,RT2,20,34.0
18559,2022-05-31,RT2,14,44.0
17563,2022-05-31,RT2,27,44.0
17562,2022-05-31,RT2,11,30.0
18558,2022-05-31,RT2,14,30.0
17564,2022-05-31,RT2,13,40.0
18561,2022-05-31,RT2,23,40.0
18560,2022-05-31,RT2,18,40.0
17560,2022-05-31,RT2,20,45.0
19561,2022-05-31,RT2,20,45.0
19563,2022-05-31,RT2,18,45.0
19563,2022-05-31,RT3,10,29.0
18560,2022-05-31,RT1,12,30.0
19562,2022-05-31,RT3,14,29.0
19561,2022-05-31,RT3,11,29.0
18562,2022-05-31,RT3,13,29.0
17558,2022-05-31,RT3,11,27.0
17562,2022-05-31,RT3,9,27.0
19559,2022-05-31,RT3,10,27.0
16559,2022-05-31,RT3,16,32.0
16558,2022-05-31,RT3,4,8.0
16562,2022-05-31,RT3,7,18.0
17559,2022-05-31,RT3,7,16.0
19558,2022-05-31,RT3,6,21.0
17563,2022-05-31,RT3,8,16.0
18561,2022-05-31,RT3,13,25.0
18560,2022-05-31,RT3,14,24.0
16560,2022-05-31,RT3,9,20.0
18559,2022-05-31,RT3,9,23.0
17564,2022-05-31,RT3,9,24.0
17561,2022-05-31,RT3,10,19.0
18558,2022-05-31,RT3,10,26.0
19560,2022-05-31,RT3,10,19.0
17560,2022-05-31,RT3,12,25.0
18563,2022-05-31,RT3,12,23.0
16561,2022-05-31,RT3,11,21.0
16563,2022-05-31,RT3,11,20.0
16560,2022-05-31,RT4,2,7.0
16562,2022-05-31,RT4,2,6.0
19559,2022-05-31,RT4,2,3.0
16558,2022-05-31,RT4,2,3.0
16561,2022-05-31,RT4,5,10.0
18561,2022-05-31,RT4,5,9.0
17560,2022-05-31,RT4,6,13.0
17564,2022-05-31,RT4,6,17.0
18560,2022-05-31,RT4,9,15.0
19560,2022-05-31,RT4,8,16.0
18559,2022-05-31,RT4,6,19.0
17563,2022-05-31,RT4,10,19.0
19562,2022-05-31,RT4,7,14.0
17559,2022-05-31,RT4,7,14.0
18558,2022-05-31,RT4,8,20.0
18562,2022-05-31,RT4,10,20.0
18563,2022-05-31,RT4,7,18.0
16563,2022-05-31,RT4,9,18.0
16559,2022-05-31,RT4,8,18.0
17558,2022-05-31,RT4,3,6.0
17562,2022-05-31,RT4,3,6.0
19563,2022-05-31,RT4,3,6.0
19558,2022-05-31,RT4,3,7.0
19561,2022-05-31,RT4,3,7.0
17561,2022-05-31,RT4,3,4.0
16559,2022-06-01,RT1,14,30.0
18560,2022-06-01,RT1,18,30.0
19562,2022-06-01,RT1,18,30.0
19563,2022-06-01,RT1,14,30.0
17558,2022-06-01,RT1,8,19.0
16558,2022-06-01,RT1,9,19.0
17560,2022-06-01,RT1,17,40.0
19558,2022-06-01,RT1,12,40.0
19560,2022-06-01,RT1,14,26.0
17561,2022-06-01,RT1,14,26.0
16560,2022-06-01,RT1,15,34.0
16561,2022-06-01,RT1,10,18.0
16562,2022-06-01,RT1,14,31.0
16563,2022-06-01,RT1,23,41.0
17559,2022-06-01,RT1,17,32.0
17562,2022-06-01,RT1,7,20.0
17563,2022-06-01,RT1,12,25.0
18558,2022-06-01,RT1,6,15.0
18559,2022-06-01,RT1,14,42.0
18561,2022-06-01,RT1,19,33.0
18562,2022-06-01,RT1,20,38.0
18563,2022-06-01,RT1,12,27.0
19559,2022-06-01,RT1,11,24.0
19561,2022-06-01,RT1,15,36.0
17564,2022-06-01,RT1,5,16.0
19562,2022-06-01,RT2,10,23.0
18563,2022-06-01,RT2,12,29.0
17561,2022-06-01,RT2,16,36.0
17558,2022-06-01,RT2,19,50.0
16562,2022-06-01,RT2,19,43.0
16561,2022-06-01,RT2,12,24.0
16558,2022-06-01,RT2,9,22.0
19560,2022-06-01,RT2,18,38.0
16563,2022-06-01,RT2,22,38.0
16559,2022-06-01,RT2,21,41.0
